year,position,song,artist_main,artist_full,song_and_artist,avg_rank,peak_rank,weeks_on_board
1960,34,I'm Sorry,Brenda Lee,Brenda Lee,I'm Sorry - Brenda Lee,23.52,1,276
1960,35,Last Date,Floyd Cramer,Floyd Cramer,Last Date - Floyd Cramer,23.67,2,78
1960,36,Walking To New Orleans,Fats Domino,Fats Domino,Walking To New Orleans - Fats Domino,23.93,6,105
1960,37,Walk -- Don't Run,The Ventures,The Ventures,Walk -- Don't Run - The Ventures,24.0,2,171
1960,38,Many Tears Ago,Connie Francis,Connie Francis,Many Tears Ago - Connie Francis,24.38,7,36
1960,39,White Silver Sands,Bill Black's Combo,Bill Black's Combo,White Silver Sands - Bill Black's Combo,24.5,9,105
1960,40,Volare,Bobby Rydell,Bobby Rydell,Volare - Bobby Rydell,24.53,4,120
1960,41,Sway,Bobby Rydell,Bobby Rydell,Sway - Bobby Rydell,24.62,14,36
1960,42,Greenfields,The Brothers Four,The Brothers Four,Greenfields - The Brothers Four,24.7,2,210
1960,43,Georgia On My Mind,Ray Charles,Ray Charles,Georgia On My Mind - Ray Charles,24.85,1,91
1960,44,Kiddio,Brook Benton,Brook Benton,Kiddio - Brook Benton,24.94,7,153
1960,45,Good Timin',Jimmy Jones,Jimmy Jones,Good Timin' - Jimmy Jones,25.33,3,120
1960,46,Angel Baby,Rosie And The Originals,Rosie And The Originals,Angel Baby - Rosie And The Originals,25.33,13,6
1960,47,Because They're Young,Duane Eddy And The Rebels,Duane Eddy And The Rebels,Because They're Young - Duane Eddy And The Rebels,25.4,4,120
1960,48,Beyond The Sea,Bobby Darin,Bobby Darin,Beyond The Sea - Bobby Darin,25.43,6,105
1960,49,Heartaches By The Number,Guy Mitchell,Guy Mitchell,Heartaches By The Number - Guy Mitchell,25.57,1,119
1960,50,Cradle Of Love,Johnny Preston,Johnny Preston,Cradle Of Love - Johnny Preston,25.87,7,120
1960,51,El Paso,Marty Robbins,Marty Robbins,El Paso - Marty Robbins,25.93,1,217
1960,52,Alone At Last,Jackie Wilson,Jackie Wilson,Alone At Last - Jackie Wilson,26.08,8,78
1960,53,Baby (You've Got What It Takes),Dinah Washington and Brook Benton,Dinah Washington & Brook Benton,Baby (You've Got What It Takes) - Dinah Washington and Brook Benton,26.13,5,120
1960,54,Sink The Bismark,Johnny Horton,Johnny Horton,Sink The Bismark - Johnny Horton,26.28,3,171
1960,55,The Village Of St. Bernadette,Andy Williams,Andy Williams,The Village Of St. Bernadette - Andy Williams,26.7,7,85
1960,56,A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington and Brook Benton,Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around And Fall In Love) - Dinah Washington and Brook Benton,26.77,7,91
1960,57,Night,Jackie Wilson,Jackie Wilson,Night - Jackie Wilson,27.47,4,153
1960,58,Sweet Nothin's,Brenda Lee,Brenda Lee,Sweet Nothin's - Brenda Lee,27.5,4,297
1960,59,I Love The Way You Love,Marv Johnson,Marv Johnson,I Love The Way You Love - Marv Johnson,27.77,9,91
1960,60,"Go, Jimmy, Go",Jimmy Clanton,Jimmy Clanton,"Go, Jimmy, Go - Jimmy Clanton",27.92,5,126
1960,61,Where Or When,Dion and The Belmonts,Dion & The Belmonts,Where Or When - Dion and The Belmonts,28.0,3,135
1960,62,Smokie - Part 2,Bill Black's Combo,Bill Black's Combo,Smokie - Part 2 - Bill Black's Combo,28.43,17,63
1960,63,Mama,Connie Francis,Connie Francis,Mama - Connie Francis,28.62,8,91
1960,64,You Got What It Takes,Marv Johnson,Marv Johnson,You Got What It Takes - Marv Johnson,28.69,10,208
1960,65,It's Time To Cry,Paul Anka,Paul Anka,It's Time To Cry - Paul Anka,28.78,4,99
1960,66,Tell Laura I Love Her,Ray Peterson,Ray Peterson,Tell Laura I Love Her - Ray Peterson,29.0,7,105
1960,67,Yogi,The Ivy Three,The Ivy Three,Yogi - The Ivy Three,29.1,8,55
1960,68,Perfidia,The Ventures,The Ventures,Perfidia - The Ventures,29.11,15,45
1960,69,Forever,The Little Dippers,The Little Dippers,Forever - The Little Dippers,29.14,9,105
1960,70,Mule Skinner Blues,The Fendermen,The Fendermen,Mule Skinner Blues - The Fendermen,29.17,5,171
1960,71,A Million To One,Jimmy Charles and The Revelletts,Jimmy Charles and The Revelletts,A Million To One - Jimmy Charles and The Revelletts,29.27,5,120
1960,72,Only The Lonely (Know How I Feel),Roy Orbison,Roy Orbison,Only The Lonely (Know How I Feel) - Roy Orbison,29.29,2,231
1960,73,Burning Bridges,Jack Scott,Jack Scott,Burning Bridges - Jack Scott,29.29,3,153
1960,74,Let It Be Me,The Everly Brothers,The Everly Brothers,Let It Be Me - The Everly Brothers,29.4,7,120
1960,75,You Talk Too Much,Joe Jones,Joe Jones,You Talk Too Much - Joe Jones,29.54,3,91
1960,76,Paper Roses,Anita Bryant,Anita Bryant,Paper Roses - Anita Bryant,30.0,5,153
1960,77,Sandy,Larry Hall,Larry Hall,Sandy - Larry Hall,30.0,15,99
1960,78,Among My Souvenirs,Connie Francis,Connie Francis,Among My Souvenirs - Connie Francis,30.22,7,99
1960,79,Swingin' School,Bobby Rydell,Bobby Rydell,Swingin' School - Bobby Rydell,30.25,5,78
1960,80,The Old Lamplighter,The Browns,The Browns Featuring Jim Edward Brown,The Old Lamplighter - The Browns,30.33,5,120
1960,81,Exodus,Ferrante and Teicher,Ferrante & Teicher,Exodus - Ferrante and Teicher,30.43,5,28
1960,82,Sixteen Reasons,Connie Stevens,Connie Stevens,Sixteen Reasons - Connie Stevens,30.46,3,300
1960,83,Dreamin',Johnny Burnette,Johnny Burnette,Dreamin' - Johnny Burnette,30.53,11,120
1960,84,My Home Town,Paul Anka,Paul Anka,My Home Town - Paul Anka,30.77,8,91
1960,85,North To Alaska,Johnny Horton,Johnny Horton,North To Alaska - Johnny Horton,30.8,4,120
1960,86,Theme From The Apartment,Ferrante and Teicher,Ferrante & Teicher,Theme From The Apartment - Ferrante and Teicher,30.8,10,210
1960,87,"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,Hank Ballard And The Midnighters,"Let's Go, Let's Go, Let's Go - Hank Ballard And The Midnighters",30.93,6,120
1960,88,We Got Love,Bobby Rydell,Bobby Rydell,We Got Love - Bobby Rydell,31.0,6,75
1960,89,Sailor (Your Home Is The Sea),Lolita,Lolita,Sailor (Your Home Is The Sea) - Lolita,31.3,5,55
1960,90,That's All You Gotta Do,Brenda Lee,Brenda Lee,That's All You Gotta Do - Brenda Lee,31.5,6,105
1960,91,Love You So,Ron Holden with The Thunderbirds,Ron Holden with The Thunderbirds,Love You So - Ron Holden with The Thunderbirds,31.63,7,190
1960,92,Not One Minute More,Della Reese,Della Reese,Not One Minute More - Della Reese,31.75,16,60
1960,93,Three Nights A Week,Fats Domino,Fats Domino,Three Nights A Week - Fats Domino,31.82,15,66
1960,94,Footsteps,Steve Lawrence,Steve Lawrence,Footsteps - Steve Lawrence,31.85,7,91
1960,95,Hound Dog Man,Fabian,Fabian,Hound Dog Man - Fabian,31.88,9,92
1960,96,Down By The Station,The Four Preps,The Four Preps,Down By The Station - The Four Preps,32.0,13,119
1960,97,Harbor Lights,The Platters,The Platters,Harbor Lights - The Platters,32.12,8,136
1960,98,Lonely Blue Boy,Conway Twitty,Conway Twitty,Lonely Blue Boy - Conway Twitty,32.14,6,119
1960,99,"Please Help Me, I'm Falling",Hank Locklin,Hank Locklin,"Please Help Me, I'm Falling - Hank Locklin",32.27,8,253
1960,100,Young Emotions,Ricky Nelson,Ricky Nelson,Young Emotions - Ricky Nelson,32.69,12,91
1961,1,Big Bad John,Jimmy Dean,Jimmy Dean,Big Bad John - Jimmy Dean,9.15,1,91
1961,2,Calcutta,Lawrence Welk And His Orchestra,Lawrence Welk And His Orchestra,Calcutta - Lawrence Welk And His Orchestra,10.29,1,147
1961,3,Will You Love Me Tomorrow,The Shirelles,The Shirelles,Will You Love Me Tomorrow - The Shirelles,11.15,1,169
1961,4,Surrender,Elvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,Surrender - Elvis Presley With The Jordanaires,11.67,1,78
1961,5,Runaround Sue,Dion,Dion,Runaround Sue - Dion,12.14,1,105
1961,6,Wonderland By Night,Bert Kaempfert And His Orchestra,Bert Kaempfert And His Orchestra,Wonderland By Night - Bert Kaempfert And His Orchestra,12.4,1,125
1961,7,Exodus,Ferrante and Teicher,Ferrante & Teicher,Exodus - Ferrante and Teicher,13.86,2,203
1961,8,Angel Baby,Rosie And The Originals,Rosie And The Originals,Angel Baby - Rosie And The Originals,14.7,5,85
1961,9,Shop Around,The Miracles (,"The Miracles (featuring Bill ""Smokey"" Robinson)",Shop Around - The Miracles (,14.85,2,130
1961,10,Hit The Road Jack,Ray Charles and his Orchestra,Ray Charles and his Orchestra,Hit The Road Jack - Ray Charles and his Orchestra,15.0,1,91
1961,11,Mother-In-Law,Ernie K-Doe,Ernie K-Doe,Mother-In-Law - Ernie K-Doe,15.71,1,105
1961,12,Pony Time,Chubby Checker,Chubby Checker,Pony Time - Chubby Checker,15.75,1,136
1961,13,The Twist,Chubby Checker,Chubby Checker,The Twist - Chubby Checker,16.43,1,154
1961,14,Travelin' Man,Ricky Nelson,Ricky Nelson,Travelin' Man - Ricky Nelson,16.69,1,136
1961,15,Rubber Ball,Bobby Vee,Bobby Vee,Rubber Ball - Bobby Vee,17.0,6,90
1961,16,Run To Him,Bobby Vee,Bobby Vee,Run To Him - Bobby Vee,18.0,2,28
1961,17,Dedicated To The One I Love,The Shirelles,The Shirelles,Dedicated To The One I Love - The Shirelles,18.0,3,200
1961,18,On The Rebound,Floyd Cramer,Floyd Cramer,On The Rebound - Floyd Cramer,18.85,4,91
1961,19,This Time,Troy Shondell,Troy Shondell,This Time - Troy Shondell,18.85,6,91
1961,20,North To Alaska,Johnny Horton,Johnny Horton,North To Alaska - Johnny Horton,19.12,4,156
1961,21,Are You Lonesome To-night?,Elvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,Are You Lonesome To-night? - Elvis Presley With The Jordanaires,19.22,1,108
1961,22,Fool #1,Brenda Lee,Brenda Lee,Fool #1 - Brenda Lee,19.38,3,91
1961,23,Dum Dum,Brenda Lee,Brenda Lee,Dum Dum - Brenda Lee,19.83,4,78
1961,24,Bristol Stomp,The Dovells,The Dovells,Bristol Stomp - The Dovells,19.94,2,136
1961,25,Blue Moon,The Marcels,The Marcels,Blue Moon - The Marcels,20.0,1,105
1961,26,Breakin' In A Brand New Broken Heart,Connie Francis,Connie Francis,Breakin' In A Brand New Broken Heart - Connie Francis,20.4,7,55
1961,27,Calendar Girl,Neil Sedaka,Neil Sedaka,Calendar Girl - Neil Sedaka,20.54,4,117
1961,28,Don't Worry,Marty Robbins,Marty Robbins,Don't Worry - Marty Robbins,20.6,3,120
1961,29,Crying,Roy Orbison,Roy Orbison,Crying - Roy Orbison,20.81,2,136
1961,30,Yellow Bird,Arthur Lyman Group,Arthur Lyman Group,Yellow Bird - Arthur Lyman Group,21.17,4,78
1961,31,Together,Connie Francis,Connie Francis,Together - Connie Francis,21.27,6,66
1961,32,Last Night,Mar-Keys,Mar-Keys,Last Night - Mar-Keys,21.5,3,105
1961,33,The Fly,Chubby Checker,Chubby Checker,The Fly - Chubby Checker,21.62,7,91
1961,34,"Corinna, Corinna",Ray Peterson,Ray Peterson,"Corinna, Corinna - Ray Peterson",21.67,9,99
1961,35,Runaway,Del Shannon,Del Shannon,Runaway - Del Shannon,21.76,1,153
1961,36,A Thousand Stars,Kathy Young With The Innocents,Kathy Young With The Innocents,A Thousand Stars - Kathy Young With The Innocents,22.29,3,98
1961,37,Tossin' And Turnin',Bobby Lewis,Bobby Lewis,Tossin' And Turnin' - Bobby Lewis,22.61,1,276
1961,38,A Hundred Pounds Of Clay,Gene McDaniels,Gene McDaniels,A Hundred Pounds Of Clay - Gene McDaniels,22.87,3,120
1961,39,Last Date,Floyd Cramer,Floyd Cramer,Last Date - Floyd Cramer,22.88,2,132
1961,40,School Is Out,Gary U.S. Bonds,Gary U.S. Bonds,School Is Out - Gary U.S. Bonds,22.91,5,66
1961,41,Wings Of A Dove,Ferlin Husky,Ferlin Husky,Wings Of A Dove - Ferlin Husky,22.92,12,156
1961,42,Running Scared,Roy Orbison,Roy Orbison,Running Scared - Roy Orbison,23.0,1,153
1961,43,Take Good Care Of My Baby,Bobby Vee,Bobby Vee,Take Good Care Of My Baby - Bobby Vee,23.07,1,120
1961,44,Where The Boys Are,Connie Francis,Connie Francis,Where The Boys Are - Connie Francis,23.4,4,120
1961,45,Wheels,The String-A-Longs,The String-A-Longs,Wheels - The String-A-Longs,23.56,3,136
1961,46,You Can Depend On Me,Brenda Lee,Brenda Lee,You Can Depend On Me - Brenda Lee,23.67,6,78
1961,47,Mama Said,The Shirelles,The Shirelles,Mama Said - The Shirelles,23.82,4,66
1961,48,The Writing On The Wall,Adam Wade,Adam Wade,The Writing On The Wall - Adam Wade,24.0,5,66
1961,49,Many Tears Ago,Connie Francis,Connie Francis,Many Tears Ago - Connie Francis,24.2,7,55
1961,50,Raindrops,Dee Clark,Dee Clark,Raindrops - Dee Clark,24.31,2,136
1961,51,Goodbye Cruel World,James Darren,James Darren,Goodbye Cruel World - James Darren,24.36,3,66
1961,52,You Must Have Been A Beautiful Baby,Bobby Darin,Bobby Darin,You Must Have Been A Beautiful Baby - Bobby Darin,24.45,5,66
1961,53,Quarter To Three,U.S. Bonds,U.S. Bonds,Quarter To Three - U.S. Bonds,24.47,1,120
1961,54,Hello Mary Lou,Ricky Nelson,Ricky Nelson,Hello Mary Lou - Ricky Nelson,24.47,9,120
1961,55,Take Good Care Of Her,Adam Wade,Adam Wade,Take Good Care Of Her - Adam Wade,24.79,7,105
1961,56,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),Lonnie Donegan And His Skiffle Group,Lonnie Donegan And His Skiffle Group,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night) - Lonnie Donegan And His Skiffle Group,24.91,5,66
1961,57,Every Beat Of My Heart,Pips,Pips,Every Beat Of My Heart - Pips,24.92,6,91
1961,58,You Don't Know What You've Got (Until You Lose It),Ral Donner,Ral Donner,You Don't Know What You've Got (Until You Lose It) - Ral Donner,25.0,4,78
1961,59,Hurt,Timi Yuro,Timi Yuro,Hurt - Timi Yuro,25.17,4,78
1961,60,Stand By Me,Ben E. King,Ben E. King,Stand By Me - Ben E. King,25.21,4,105
1961,61,Daddy's Home,Shep And The Limelites,Shep And The Limelites,Daddy's Home - Shep And The Limelites,25.29,2,105
1961,62,Moody River,Pat Boone,Pat Boone,Moody River - Pat Boone,25.33,1,120
1961,63,Hats Off To Larry,Del Shannon,Del Shannon,Hats Off To Larry - Del Shannon,25.46,5,91
1961,64,Little Sister,Elvis Presley,Elvis Presley,Little Sister - Elvis Presley,25.54,5,91
1961,65,I Feel So Bad,Elvis Presley,Elvis Presley,I Feel So Bad - Elvis Presley,25.67,5,45
1961,66,Michael,The Highwaymen,The Highwaymen,Michael - The Highwaymen,25.71,1,153
1961,67,"Happy Birthday, Sweet Sixteen",Neil Sedaka,Neil Sedaka,"Happy Birthday, Sweet Sixteen - Neil Sedaka",26.0,8,28
1961,68,The Boll Weevil Song,Brook Benton,Brook Benton,The Boll Weevil Song - Brook Benton,26.12,2,136
1961,69,Walk Right Back,The Everly Brothers,The Everly Brothers,Walk Right Back - The Everly Brothers,26.23,7,91
1961,70,Ebony Eyes,The Everly Brothers,The Everly Brothers,Ebony Eyes - The Everly Brothers,26.25,8,78
1961,71,Good Time Baby,Bobby Rydell,Bobby Rydell,Good Time Baby - Bobby Rydell,26.36,11,66
1961,72,The Lion Sleeps Tonight,The Tokens,The Tokens,The Lion Sleeps Tonight - The Tokens,26.57,1,28
1961,73,Once In Awhile,The Chimes,The Chimes,Once In Awhile - The Chimes,26.78,11,126
1961,74,He Will Break Your Heart,Jerry Butler,Jerry Butler,He Will Break Your Heart - Jerry Butler,26.83,7,75
1961,75,Tower Of Strength,Gene McDaniels,Gene McDaniels,Tower Of Strength - Gene McDaniels,26.85,5,91
1961,76,Sway,Bobby Rydell,Bobby Rydell,Sway - Bobby Rydell,27.33,14,30
1961,77,Pretty Little Angel Eyes,Curtis Lee,Curtis Lee,Pretty Little Angel Eyes - Curtis Lee,27.36,7,66
1961,78,Please Love Me Forever,Cathy Jean and The Roommates,Cathy Jean and The Roommates,Please Love Me Forever - Cathy Jean and The Roommates,27.5,12,78
1961,79,Emotions,Brenda Lee,Brenda Lee,Emotions - Brenda Lee,27.67,7,78
1961,80,Wooden Heart,Joe Dowell,Joe Dowell,Wooden Heart - Joe Dowell,27.75,1,136
1961,81,Lonely Teenager,Dion,Dion,Lonely Teenager - Dion,27.8,12,70
1961,82,I've Told Every Little Star,Linda Scott,Linda Scott,I've Told Every Little Star - Linda Scott,27.93,3,105
1961,83,You're Sixteen,Johnny Burnette,Johnny Burnette,You're Sixteen - Johnny Burnette,28.0,8,75
1961,84,Sailor (Your Home Is The Sea),Lolita,Lolita,Sailor (Your Home Is The Sea) - Lolita,28.12,5,116
1961,85,Apache,Jorgen Ingmann and His Guitar,Jorgen Ingmann & His Guitar,Apache - Jorgen Ingmann and His Guitar,28.24,2,153
1961,86,Peppermint Twist - Part I,Joey Dee and the Starliters,Joey Dee & the Starliters,Peppermint Twist - Part I - Joey Dee and the Starliters,28.5,6,21
1961,87,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp) - Barry Mann",28.5,7,78
1961,88,Crazy,Patsy Cline,Patsy Cline,Crazy - Patsy Cline,28.5,9,55
1961,89,One Mint Julep,Ray Charles,Ray Charles,One Mint Julep - Ray Charles,28.62,8,91
1961,90,Little Devil,Neil Sedaka,Neil Sedaka,Little Devil - Neil Sedaka,29.22,11,45
1961,91,Baby Blue,The Echoes,The Echoes,Baby Blue - The Echoes,29.42,12,78
1961,92,I Count The Tears,The Dri,The Drifters,I Count The Tears - The Dri,29.67,17,63
1961,93,Let's Get Together,Hayley Mills and Hayley Mills,Hayley Mills and Hayley Mills,Let's Get Together - Hayley Mills and Hayley Mills,29.71,8,105
1961,94,My Empty Arms,Jackie Wilson,Jackie Wilson,My Empty Arms - Jackie Wilson,29.78,9,45
1961,95,Sad Movies (Make Me Cry),Sue Thompson,Sue Thompson,Sad Movies (Make Me Cry) - Sue Thompson,29.86,5,105
1961,96,There's A Moon Out Tonight,The Capris,The Capris,There's A Moon Out Tonight - The Capris,30.0,3,105
1961,97,Moon River,Jerry Butler,Jerry Butler,Moon River - Jerry Butler,30.0,11,78
1961,98,"Tonight My Love, Tonight",Paul Anka,Paul Anka,"Tonight My Love, Tonight - Paul Anka",30.0,13,66
1961,99,Baby Oh Baby,The Shells,The Shells,Baby Oh Baby - The Shells,30.0,21,33
1961,100,Think Twice,Brook Benton,Brook Benton,Think Twice - Brook Benton,30.17,11,78
1962,1,Big Girls Don't Cry,The 4 Seasons,The 4 Seasons,Big Girls Don't Cry - The 4 Seasons,9.64,1,66
1962,2,Return To Sender,Elvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,Return To Sender - Elvis Presley With The Jordanaires,11.0,2,66
1962,3,The Lion Sleeps Tonight,The Tokens,The Tokens,The Lion Sleeps Tonight - The Tokens,11.12,1,92
1962,4,Can't Help Falling In Love,Elvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,Can't Help Falling In Love - Elvis Presley With The Jordanaires,11.2,2,95
1962,5,Peppermint Twist - Part I,Joey Dee and the Starliters,Joey Dee & the Starliters,Peppermint Twist - Part I - Joey Dee and the Starliters,12.0,1,150
1962,6,Roses Are Red (My Love),Bobby Vinton,Bobby Vinton,Roses Are Red (My Love) - Bobby Vinton,13.73,1,120
1962,7,The Twist,Chubby Checker,Chubby Checker,The Twist - Chubby Checker,14.07,1,455
1962,8,Soldier Boy,The Shirelles,The Shirelles,Soldier Boy - The Shirelles,14.29,1,105
1962,9,Good Luck Charm,Elvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,Good Luck Charm - Elvis Presley With The Jordanaires,14.46,1,91
1962,10,Norman,Sue Thompson,Sue Thompson,Norman - Sue Thompson,15.08,3,126
1962,11,The Wanderer,Dion,Dion,The Wanderer - Dion,15.21,2,161
1962,12,Sherry,The 4 Seasons,The 4 Seasons,Sherry - The 4 Seasons,15.5,1,105
1962,13,Breaking Up Is Hard To Do,Neil Sedaka,Neil Sedaka,Breaking Up Is Hard To Do - Neil Sedaka,16.79,1,105
1962,14,Johnny Angel,Shelley Fabares,Shelley Fabares,Johnny Angel - Shelley Fabares,16.87,1,120
1962,15,Run To Him,Bobby Vee,Bobby Vee,Run To Him - Bobby Vee,16.88,2,92
1962,16,Walk On By,Leroy Van Dyke,Leroy Van Dyke,Walk On By - Leroy Van Dyke,17.86,5,91
1962,17,She's Not You,Elvis Presley With The Jordanaires,Elvis Presley With The Jordanaires,She's Not You - Elvis Presley With The Jordanaires,17.9,5,55
1962,18,When I Fall In Love,The Lettermen,The Lettermen,When I Fall In Love - The Lettermen,18.12,7,84
1962,19,All Alone Am I,Brenda Lee,Brenda Lee,All Alone Am I - Brenda Lee,18.36,3,105
1962,20,Break It To Me Gently,Brenda Lee,Brenda Lee,Break It To Me Gently - Brenda Lee,18.92,4,91
1962,21,Slow Twistin',Chubby Checker (with Dee Dee Sharp),Chubby Checker (with Dee Dee Sharp),Slow Twistin' - Chubby Checker (with Dee Dee Sharp),18.93,3,105
1962,22,I Can't Stop Loving You,Ray Charles,Ray Charles,I Can't Stop Loving You - Ray Charles,19.0,1,171
1962,23,You Don't Know Me,Ray Charles,Ray Charles,You Don't Know Me - Ray Charles,19.0,2,66
1962,24,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Bobby ""Boris"" Pickett And The Crypt-Kickers","Monster Mash - Bobby ""Boris"" Pickett And The Crypt-Kickers",19.21,1,105
